Accession,Description,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundance: F13: Sample,Abundance: F14: Sample,Abundance: F15: Sample,Abundance: F18: Sample,Abundance: F19: Sample,Abundance: F20: Sample,Abundance: F21: Sample,Abundance: F22: Sample,Abundance: F23: Sample,Abundance: F26: Sample,Abundance: F27: Sample,Abundance: F28: Sample,Abundance: F29: Sample,Abundance: F30: Sample,Abundance: F31: Sample,Abundance: F34: Sample,Abundance: F35: Sample,Abundance: F36: Sample,Abundance: F37: Sample,Abundance: F38: Sample,Abundance: F39: Sample,Abundance: F42: Sample,Abundance: F43: Sample,Abundance: F44: Sample,Abundance: F45: Sample,Abundance: F46: Sample,Abundance: F47: Sample,Abundance: F50: Sample,Abundance: F51: Sample,Abundance: F52: Sample,Abundance: F53: Sample,Abundance: F54: Sample,Abundance: F55: Sample,Abundance: F58: Sample,Abundance: F59: Sample,Abundance: F60: Sample,Abundance: F61: Sample,Abundance: F62: Sample,Abundance: F63: Sample,Abundance: F66: Sample,Abundance: F67: Sample,Abundance: F68: Sample,Abundance: F69: Sample,Abundance: F70: Sample,Abundance: F71: Sample,Abundance: F74: Sample,Abundance: F75: Sample,Abundance: F76: Sample,Abundance: F77: Sample,Abundance: F78: Sample,Abundance: F79: Sample,Abundance: F82: Sample,Abundance: F83: Sample,Abundance: F84: Sample,Abundance: F85: Sample,Abundance: F86: Sample,Abundance: F87: Sample,Abundance: F90: Sample,Abundance: F91: Sample,Abundance: F92: Sample,Abundance: F93: Sample,Abundance: F94: Sample,Abundance: F96: Sample
Q92522,Histone H1x OS=Homo sapiens OX=9606 GN=H1FX PE=1 SV=1,1906.716309,14152.46118,21160.53809,3180.026428,14945.29199,11375.13605,10345.90558,16201.38635,7817.14093,11051.23694,17460.29065,14464.95679,37157.37476,10061.28674,25524.24573,38728.23218,24094.42798,30223.17871,16100.41528,24981.48438,48795.58008,14841.81702,30637.65015,36581.18042,24117.50647,45392.34082,33691.15625,15164.18884,50138.84326,39991.82837,43146.36182,57763.17725,6429.703888,1733.253784,21729.60657,12486.11554,20436.89502,34442.93652,25697.04956,28698.77991,22799.3031,23035.92786,21559.83789,26853.91333,27593.89209,31758.07324,32403.40698,23252.74146,13094.8916,29534.14319,3069.928711,59084.54541,23227.73999,31910.05701,23611.74219,24079.18494,9248.96344,1884.196533,25064.9823,19112.45593,11607.40369,34135.79077,12594.64807,26441.68701,9111.670715,33848.22791,14511.65967,31380.76013,34574.47717,10041.34338,21104.23438,9751.763489
P43686,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,17073.35815,12028.53186,20092.52148,8842.388184,15689.21185,19833.19812,11170.79187,27556.125,16052.01245,6329.046631,19491.73364,24344.38501,42054.58661,19103.28638,5246.404297,49724.08246,38552.3653,19134.25806,10189.03674,23704.32733,23071.96741,30317.70709,24660.92383,14286.61902,29640.01123,25982.35229,24933.34448,18174.45245,21610.41068,30754.16315,30864.06714,18659.07147,7695.447418,4485.648102,22288.71448,12310.91296,22336.60004,11850.3208,17368.50781,22418.03693,26383.28989,27410.19916,19125.48425,25958.62805,22599.83276,18874.23633,20719.5307,42185.27765,29923.53418,28876.02161,12812.28491,28360.44049,43776.26294,28131.95386,19346.50925,21880.91406,21165.07373,14181.68677,23294.5592,22401.87341,25230.26404,22095.90656,21563.89807,26391.31793,26657.02148,41952.13538,11877.79889,7787.054138,16962.09918,12179.01501,15862.24677,24567.20557
P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,8399.739685,16545.00931,16512.37939,9157.667847,15529.03101,27144.80408,11245.97009,58162.04834,5876.172485,1222.928955,11893.89212,21599.24933,18177.84943,18185.15375,6402.486572,6975.518921,34212.45825,9215.908691,10892.00284,26390.81055,9498.724609,23371.99976,27672.88409,20152.94922,26830.30505,25054.61938,18034.87305,20524.58362,14539.96237,17541.88208,35698.89917,13344.62387,7350.941132,2217.854858,20219.81934,13608.04025,19365.62915,11415.54858,18097.17743,21282.78198,18152.87036,21002.01865,15332.59058,10585.49414,22185.29053,18896.02393,6966.680908,33903.3605,31739.87189,20791.16052,10497.76855,31510.29175,30100.93384,42950.24976,14563.81262,30764.87964,16846.55661,16606.11951,24364.95679,16134.36505,20063.8042,21435.24243,14285.66028,24000.40674,22345.01038,11720.65112,9256.806549,7937.02124,10676.59473,9267.506287,12052.9386,32598.86865
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3,26518.31589,35440.00635,31642.96286,16314.90808,34709.07703,28215.4231,22563.56009,42832.66406,25844.29242,22765.54724,40866.65369,32170.93347,51069.02441,31343.45911,16760.79089,75866.38464,55758.12231,21295.21042,23770.87338,41005.71277,40261.36023,50915.32935,52554.72144,32304.05942,54931.35657,48683.00626,35639.50214,33752.43884,26354.19336,47788.24646,71702.48975,39632.88403,12748.44421,7269.236206,53428.99036,26938.78162,34181.03796,28902.5036,52013.21692,44710.47986,57933.94617,63620.01392,40682.6879,38451.7934,48301.83771,67390.97223,50287.34027,57811.25732,42338.48633,46140.64688,22395.35452,55002.69165,71145.01573,67015.41016,28999.32312,50324.59497,44422.54346,35875.29297,46247.86914,40653.40649,32255.90112,47028.9248,32341.85071,50452.42712,42410.56348,80945.94873,25646.63599,22875.91394,26444.99646,25283.84546,26791.84485,43590.10522
P61289,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1,11331.54407,17345.77039,14880.2887,10736.57349,7528.13382,8993.034668,10911.29639,20402.6825,2873.403137,4248.950073,21224.15552,14514.51306,41097.90759,25282.8894,5198.789063,47942.67358,41288.38403,16362.25818,17634.57788,19117.77527,20155.75214,27004.8606,19917.43457,12052.04578,34010.76379,23669.46802,13659.9231,22166.60413,17611.62201,21279.2832,18071.57227,24659.13818,3524.424408,2078.998169,31304.83679,15389.35938,17335.5368,9406.389893,13870.42468,24032.55396,24921.61768,31131.48779,13019.98901,24346.49268,24256.58057,11156.84436,17493.29712,38639.05664,8812.21228,19264.10107,9524.588867,17382.29004,24510.79614,26573.51245,6892.952393,24949.35547,23478.23975,10380.28369,23368.07947,12884.40381,30068.59326,12168.41528,10973.48315,22986.56604,32621.40747,29597.85254,11478.50409,4031.491211,21370.98669,7560.250977,8270.01416,21167.2522
P15104,Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4,13321.35742,19345.92798,80286.17529,20120.58167,84325.94421,11893.43335,30670.90192,37680.4718,9912.039917,1036.799255,53593.68958,34480.78113,16831.62427,131182.0239,17624.08051,12890.78516,79645.64014,14020.17413,5221.697937,13020.94617,9810.149658,11844.17371,60273.9585,20107.04095,49950.91937,91827.11755,11441.1358,26694.25586,831.1326599,51862.2034,41293.34302,38235.51334,951.9307861,,33360.21472,20729.81036,31512.29425,13690.56201,29857.07715,36869.28387,22774.07034,21137.49347,14680.67297,67454.54578,16094.16284,16384.00104,50577.62842,238905.4042,21012.9187,54138.89954,37271.4668,26108.82532,209920.8794,41264.38098,15816.61456,45846.00781,56906.21826,31075.41284,53880.38824,81585.32263,43170.35919,46612.05518,27027.26013,36320.78589,96521.54395,22615.21753,20878.45593,4182.911835,4235.786987,44215.20349,3088.733673,27495.65503
P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,50219.87466,46451.19141,54920.19604,36554.51318,50600.85156,53035.77148,51854.41797,67585.78906,33586.34668,28345.51062,54289.89742,64103.49207,93718.09863,74380.18884,29027.70331,111480.7163,92356.69678,49686.21622,48932.51563,65231.01563,60781.7724,68630.01254,54918.07104,50593.49582,70802.49796,67695.49524,71348.15869,48747.08017,47463.51587,62753.88361,59647.85486,70186.46454,15836.02118,13854.43439,68423.46289,41902.97266,55885.22791,58874.71686,49069.0387,72774.20825,78219.23999,72806.20654,55469.13281,75310.77252,83754.27271,56605.7439,57349.7579,93959.44208,63991.28711,68107.34686,51009.39185,85739.74744,111886.9244,71324.52136,35110.43652,108331.2966,80626.90704,69055.16602,65262.86133,60592.64795,62288.70801,73777.26709,45498.4563,67886.99683,56508.12344,117786.5125,49704.93652,40032.1709,36890.51367,51305.56836,35127.79324,75526.52924
P16402,Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,13000.43701,3702.17334,8770.581055,6306.920898,13364.04297,16428.29199,11163.30322,4239.490234,17696.1543,6186.526855,11701.32764,15434.55127,5589.314453,7625.805176,22010.04443,5947.763672,6726.556641,6901.815674,14796.08838,9408.930664,14511.97656,8825.279053,6327.650879,12333.96289,5705.707031,15058.55713,20014.49414,9831.815918,12760.25781,19230.52246,5995.309082,19384.34766,1708.748779,3826.416504,13679.34668,26277.3457,8292.36084,2184.180176,10024.36963,5861.987793,4448.297852,7911.080811,6096.97168,11696.2627,13937.67236,18334.99316,14285.4834,7513.522461,21716.47949,21209.5459,13501.3418,11895.62158,15467.19775,10959.29395,11245.34277,10576.02832,13241.26758,2154.62793,14146.28027,8639.998535,9810.652344,15491.6123,14569.50293,17381.20361,12628.19971,20262.4668,14799.49072,5916.513184,15215.7876,14154.73926,6442.716064,3592.858643
Q08752,Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,36573.25208,39892.03076,44135.96399,23142.27612,28717.18396,30830.40198,39164.79259,50370.34253,24692.49951,18135.13885,48039.83728,38719.79199,43597.99823,39344.40137,17837.19827,60562.48633,56618.80579,27727.13855,29503.59372,41703.31183,34355.99237,44456.82349,34317.22095,30325.78302,47921.96899,43031.66718,58999.55505,26420.59964,22351.71182,79139.55414,41584.39075,27720.62329,10056.44653,6347.698456,39180.8999,38594.14886,44865.15039,33179.7565,25947.59161,30772.95056,39380.70239,34270.61816,25222.89893,34184.14258,46323.62598,29079.90137,32322.39099,50408.49066,41772.27313,129457.4109,23264.71451,45984.20154,60190.22766,41460.62842,35985.90924,54737.9502,52281.08398,35540.30725,49028.90057,30502.42651,31916.81091,38900.13269,36999.99927,34144.07849,57447.06494,67809.13306,36854.85806,31135.98218,19233.38699,16190.85968,24422.91882,42085.04395
P06454,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,136257.8916,84132.29346,194631.6089,78776.78516,197985.7539,177203.1484,193343.8623,179707.3516,123097.75,86158.98633,201757.1055,211427.79,236940.3955,208537.9463,152525.3809,263943.1055,344305.5859,161864.9238,170064.334,223053.2959,212298.7207,238658.1699,216316.3623,176088.8062,277187.7559,283589.3184,219114.0508,146101.1484,169137.9346,243303.9941,135244.7754,187180.8047,32614.05176,19792.80859,191048.4258,143027.9595,153652.7266,124493.022,162206.1406,147259.8076,188654.8174,204152.7588,166932.3926,220156.1123,159122.3501,140457.3716,254072.7988,365258.3359,163784.002,206859.9336,166057.9111,192717.4653,367958.2891,175639.0244,123007.2109,325927.3516,216679.4648,216513.5996,225588.5879,160936.5039,140124.751,202410.6709,133628.8271,192773.9531,210838.7363,253328.5107,151950.7949,70980.72656,143652.0869,134231.4482,52911.68066,214352.438
Q00013,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,8523.3396,9862.422363,11578.8938,4754.041504,8993.478271,9661.868469,5513.96228,17789.22498,8516.418701,3421.50415,11306.63684,15174.50928,16384.66138,14609.8595,3313.307251,34480.7041,26407.302,18606.54785,9756.310303,14182.02063,11685.18506,13029.5517,15633.47644,7951.479614,20518.37939,20605.06049,16199.28552,22436.02673,15003.91052,20837.71863,14358.95947,14135.05151,2781.261597,1543.59082,20020.63672,5920.116943,8201.500977,16932.53662,8480.495361,18144.1543,19079.35571,19785.67395,10210.44141,7723.290527,11050.05298,12200.45361,8094.76416,26150.20215,9968.850037,17702.10791,7529.10791,27005.23389,39452.2981,22418.05542,8942.80658,15156.75024,10653.97913,6732.904907,13920.33789,5360.73291,14716.98755,10230.03076,8984.571045,7368.022461,9365.431396,25780.29297,10714.42798,9638.493164,10407.34644,5720.46521,7570.389648,20912.51318
Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,21032.03003,18187.6333,27495.60449,12214.03284,22765.82068,13007.85327,17990.37695,28068.94336,15678.74377,14696.70605,22970.12158,29364.22107,33369.41797,28729.44629,11125.724,44931.00562,38614.57373,23463.73291,19595.73633,27617.07642,23587.30017,30735.65186,23256.60571,24896.8877,38058.75732,27933.65552,27531.55615,21404.50732,18143.44543,30695.10156,41999.34766,22510.17969,8039.64447,3040.845337,22429.75073,19992.80078,24864.60376,23301.80933,17094.92822,26627.57861,22507.41699,26339.33887,24649.74341,28864.91919,30199.28174,19851.08447,21545.84106,24375.14917,26290.38452,31309.26831,14564.05066,23866.06616,37707.31958,26799.58447,16872.22363,32876.63647,28049.41089,23596.9292,17680.84619,21723.78979,22229.53882,23858.55933,16506.3374,39651.95972,17750.81506,44639.45264,15816.10461,14587.38916,10506.82941,14718.20117,5292.873535,26149.20508
P62241,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,80931.22281,95884.92383,88805.85547,41441.53265,177860.0742,63164.90544,42962.49167,123178.1965,34427.59619,114994.141,66743.2218,124283.2413,135260.1597,143718.6298,61233.31238,168198.6487,124470.79,118163.5583,50971.97003,125071.2693,80004.29483,162993.5462,110158.6477,108676.2167,208319.7741,209954.7776,132085.3015,108772.5194,88889.2583,170014.357,152320.7847,86168.16138,29620.10229,17504.76678,122936.7778,52735.09149,82950.89795,108821.928,107806.2159,146493.1152,119696.0537,65850.03174,96373.39438,94155.74942,193476.7818,77429.10693,83879.58838,137932.2292,104096.5621,132314.4451,34435.34949,146833.5632,96656.37415,110106.1975,45475.37527,134801.0155,100959.5327,52934.79163,152634.954,98466.28482,107803.1018,89526.68542,54885.85379,128048.8306,102004.2487,202631.3465,85525.04529,47767.67236,53415.04755,58649.12567,37515.53674,136146.4692
P68036,Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens OX=9606 GN=UBE2L3 PE=1 SV=1,48621.04517,69398.57642,73474.24805,42241.09021,69493.03459,71265.74509,55893.52029,101886.9858,44550.37433,56815.48572,62860.43408,84069.70978,22906.59644,96323.0954,50467.00366,170171.7272,161160.2102,89022.47191,80385.03589,98754.0647,87033.14258,105917.7927,108337.7433,77301.69824,110104.4253,116594.2498,102689.067,89947.25229,67018.1153,94045.54736,105398.5442,99288.01733,25585.88013,15899.56842,100407.8535,78262.10425,84305.4939,86445.73694,93342.698,87313.17859,117510.8916,110197.6332,88338.07849,87985.86914,107102.0601,78081.87012,90461.79199,159078.3467,101427.1547,103450.7285,73980.25531,116960.5544,135499.9148,117407.3558,65392.16467,121926.6558,93229.21906,75854.1532,88988.89612,94757.69934,70870.83118,75232.25732,65985.31689,80473.93604,85354.46814,159756.0874,59623.75415,60449.9873,51847.53589,69243.78625,94202.00775,77852.67334
Q96I24,Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,1780.473999,3482.668213,6855.942627,1658.480103,6788.628906,6362.248535,1811.348877,9920.7948,2205.913574,1446.925781,5534.246094,4826.655518,2467.637695,5571.42749,1286.144165,10013.67139,4450.087402,5313.830811,1638.400513,5246.820068,9259.532227,5491.196533,5526.592529,2577.865234,6457.358154,6673.06958,3552.789795,4881.970215,5710.475708,5468.851318,7683.644043,5690.924805,,890.4172974,7900.022217,,8780.166016,6030.37085,3836.819946,6148.858643,6173.037109,5189.588379,6179.246094,6204.421387,6513.131104,4557.947876,6078.733154,8209.326904,7440.825073,6508.295654,6093.956299,8255.252686,12965.47363,6559.733643,2542.114258,6765.810303,6221.852417,1934.724609,7825.418213,2292.848145,5369.066162,5500.905273,3757.074951,6026.269287,4231.178345,5064.665649,4642.523193,3870.569336,3817.044189,1741.688721,1186.654419,8958.543213
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",6521.113525,10264.46658,13370.80408,14604.14783,26069.89246,16368.55792,13127.55682,29031.57019,18872.40686,11258.81128,17520.73865,16109.15594,5959.362061,25730.59656,7450.260376,31560.47168,31219.40649,13264.64996,7098.723877,21948.24219,15575.88208,25217.98376,20969.09491,11404.18774,18981.08496,22122.03957,17411.98938,17849.4082,9358.998962,18939.67377,30791.43652,25798.5448,3098.519409,1728.988037,17252.64771,6483.123047,20023.41089,4227.854858,35519.97534,19488.61029,24861.63501,27851.42578,14609.62799,17937.1748,25977.98621,14498.87341,16684.20679,25991.88086,17565.8623,20849.15723,16016.74866,25117.87927,40935.76514,17604.44214,15565.5249,16273.16638,12975.98816,12570.36584,22532.15747,21133.61328,12790.94702,19404.35583,14546.51733,26101.69385,16697.53943,25994.71643,7052.950928,8188.40741,10947.43799,11433.74243,6817.380737,19946.94055
P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",7913.756226,6622.995667,7932.309708,9691.966614,11348.48425,6607.997192,12075.62018,12491.37134,9888.849854,9842.535187,12525.24103,23680.81689,17944.66003,21519.84875,8266.163437,35430.00235,26165.3667,13323.29062,6681.243225,10880.15784,12866.58386,11616.22055,16330.49731,15338.94183,16692.53491,16492.54541,12964.78377,12060.59882,11304.93665,13565.63745,27624.48218,12143.37717,2227.479614,1862.816711,16568.59717,13664.05756,18803.39105,8269.186646,15828.06683,8678.97644,21156.48621,19688.24243,8653.929443,5105.364105,11875.1095,13685.16907,12713.08984,27145.38678,9759.444458,16739.80115,10982.74689,15906.6405,30988.34976,18228.06006,9219.119507,11520.42606,11134.60132,16445.37598,16221.97595,6854.173096,15448.69165,11368.75952,7939.373596,17305.01086,12315.96497,35244.11584,6656.561279,6813.315674,10787.71533,8266.138016,7304.779572,22499.2433
Q9UK76,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3,14809.26965,18010.38568,13806.38806,975.286438,14902.18433,1269.425049,9796.26123,5974.894043,1009.496765,531.3371582,6101.494873,7525.171753,8035.107544,14766.29797,2512.950928,51762.82275,32267.36606,18010.85645,4356.510742,16623.96777,10278.96912,23224.53027,26542.42017,14841.22583,30635.31201,18599.33521,22058.94275,7460.652344,4748.35791,18512.06897,21507.92993,6066.769043,,,14001.42456,22665.63831,10195.37183,6362.136475,9367.276367,9136.370361,10866.7644,9696.213013,15197.34692,15228.48962,15526.64355,11272.15649,16101.68665,37707.46655,14894.20642,14896.80859,24430.07507,21848.17603,37568.27222,37799.96899,3724.046143,27718.84155,22671.03735,6270.672607,6539.093018,1602.608948,19142.40015,5394.943237,11143.01794,5435.948364,21563.06335,12143.27881,4757.915527,6828.151794,2728.567017,10636.55188,,14522.74243
O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,10720.2876,16200.71454,16448.34302,6015.037964,16319.59302,16405.69165,11794.83978,22762.57965,10851.01001,7084.695923,17104.26001,19293.14038,30524.99719,18382.22241,7139.235229,28483.97339,35995.81299,16819.20313,16896.95435,22660.23126,16893.56592,21370.82867,20094.36914,18266.0542,27800.92371,21384.46851,26665.96631,17945.52979,10712.69592,19019.25488,26154.30078,16100.16779,5284.959869,2305.447021,21959.15894,11102.31616,19855.06299,6167.907715,15403.19312,17137.35046,24151.95337,19668.49561,13228.29272,18661.76465,20023.92896,18865.14136,15598.5354,26445.35938,20793.86572,22106.84839,10222.06287,25814.03015,31959.78162,24138.26898,10646.33472,27103.40894,21978.91553,13988.2771,20002.51514,15261.25031,18456.83276,19414.77319,13029.573,24795.03198,14441.03345,31113.09766,12004.46484,7717.077881,9166.355469,13730.21741,5885.001831,23757.90015
P28072,Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,28043.04074,23417.8895,34152.32361,13036.95663,32985.17761,39581.3689,27099.89407,41128.60278,27278.53766,25221.08597,30911.5,32285.17712,54396.4046,36544.68152,12550.81702,62283.59424,57611.73535,35315.71646,26651.89169,40004.07712,33081.01393,39702.46783,33272.56879,28043.71248,45609.914,38807.48926,30235.15649,28769.71936,17557.84595,22322.30432,44817.5481,34891.05405,8685.543457,4362.682617,41967.70667,22581.32111,32575.30005,28546.96167,30897.6665,34138.19922,37499.84839,43486.28085,26481.32416,35226.65646,43042.31715,28109.13062,33764.49091,45163.80292,36875.63802,42090.88684,25704.20764,45896.31653,48258.40747,34395.91779,17780.63074,46598.22565,38594.38177,29289.22562,33837.71515,29180.07739,26576.97845,28801.20117,18099.08206,37014.82739,27700.58765,53729.34557,18573.88586,19644.88171,17344.21655,21951.62314,18138.11713,40054.97296
P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3,10217.64215,31474.88513,7242.251129,7844.395752,15825.05536,13582.69397,5850.0271,35353.54761,12453.81836,8677.443604,21410.58643,18452.90771,17421.92261,48669.04932,12937.70203,86636.21289,46713.64233,52736.4021,18184.12109,41239.49902,28472.2666,30476.45239,40035.44092,20065.39697,34550.1687,47000.64819,28938.13403,46095.58521,38555.12207,24091.78369,32847.15576,29465.88525,4932.701721,5057.421875,40026.54639,30572.93848,49342.47534,30169.42603,53457.27295,36132.20947,30031.07593,25419.04468,24324.49194,17073.72272,27397.99292,26064.13647,12807.755,33423.86304,24118.81445,16805.90686,11448.30334,24448.90271,66090.21826,31645.49512,31609.84912,27213.87463,14313.70837,21259.8385,28145.35864,24784.95337,35227.04517,31299.92188,25006.73877,21412.62964,33909.85889,51011.64893,21151.85596,18453.0979,24563.26477,5724.056885,26377.67407,36837.61658
Q9UQ35,Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,7459.018494,7168.006836,11620.90369,6115.590454,16150.89026,14163.21277,3489.35083,18004.81226,7782.589676,2227.455139,14665.64905,23365.28644,35192.92761,18067.28653,2241.550659,29383.74597,19308.85254,9551.302094,6441.138916,10936.50146,21710.43677,16619.8476,13929.99545,10609.73489,19305.46802,21513.19421,22280.17365,9012.982086,8063.322876,11384.75464,23729.86719,28328.49487,1939.258789,891.0668945,25047.57361,4995.365234,13632.21527,5563.531311,14446.49109,12436.80713,23483.99738,27120.6781,16258.49976,14927.22113,12128.50427,9756.508423,19161.92999,27356.42554,11846.36761,25885.97375,7580.552002,25959.76575,31695.00293,19641.30936,8122.465698,16660.9762,18585.95538,5779.115906,19882.27405,15452.63647,13194.87399,14114.76257,11847.01563,26281.17853,7163.548401,36780.37622,6865.269684,4997.010498,8412.647705,9852.040375,4361.936157,12294.8392
